"","ind_pp_year","site_id","site_name","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_category","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","observed_status_conflict_flag","prcp_summer","prcp_fall","prcp_winter","prcp_spring","tmin_summer","tmin_fall","tmin_winter","tmin_spring","tmax_summer","tmax_fall","tmax_winter","tmax_spring","year","peak_onset_doy","peak_end_doy","peak_duration","discontinuous_peak"
"76","106175_390_2022",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,390,"Fruits","Ripe fruits",2022,8,24,236,2459816,6,2022,10,1,274,2459854,3,"-9999",148.55,426.93,192.74,364.93,15.3647826086957,6.49505494505495,-6.31644444444444,3.7129347826087,29.8265217391304,18.502967032967,4.64577777777778,16.4033695652174,2022,236,309,74,1
"77","106175_501_2016",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,501,"Flowers","Open flowers",2016,7,19,201,2457589,21,2016,8,12,225,2457613,7,"-9999",282,234,259,193,16.16,6.25,-3.3,4.05,29.32,19.45,6.93,17.14,NA,NA,NA,NA,NA
"78","106175_501_2017",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,501,"Flowers","Open flowers",2017,7,17,198,2457952,7,2017,9,14,257,2458011,4,"MultiObserver-StatusConflict",306,230,247,394,14.98,6.11,-4.11,3.14,27.13,18.68,5.37,14.76,2017,227,229,3,NA
"79","106175_501_2018",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,501,"Flowers","Open flowers",2018,8,1,213,2458332,26,2018,9,27,270,2458389,1,"-9999",434,191,272,278,16.67,6.55,-6.58,3.28,28.34,19.01,3.28,14.52,2018,270,270,1,NA
"80","106175_501_2019",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,501,"Flowers","Open flowers",2019,2,26,57,2458541,7,2019,2,26,57,2458541,5,"MultiObserver-StatusConflict",277,504,298,314,15.72,6.97,-5.74,3.58,28.51,15.73,3.68,15.04,2019,218,218,1,NA
"81","106175_501_2020",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,501,"Flowers","Open flowers",2020,7,10,192,2459041,7,2020,8,14,227,2459076,4,"-9999",201.85,283.63,245.54,240.17,16.22,5.4,-4.21,3.23,29.77,17.19,5.2,15.63,2020,203,210,8,NA
"82","106175_501_2021",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,501,"Flowers","Open flowers",2021,7,13,194,2459409,15,2021,8,2,214,2459429,9,"-9999",366.17,282.95,235.32,256.35,16.38,6.27,-5.64,3.02,28.26,18.75,3.34,16.69,2021,242,242,1,NA
"83","106175_501_2022",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,501,"Flowers","Open flowers",2022,5,18,138,2459718,5,2022,5,18,138,2459718,6,"MultiObserver-StatusConflict",148.55,426.93,192.74,364.93,15.3647826086957,6.49505494505495,-6.31644444444444,3.7129347826087,29.8265217391304,18.502967032967,4.64577777777778,16.4033695652174,2022,200,213,14,NA
"84","106974_501_2016",23292,"Powderhorn Park",44.94157,-93.258804,262,"MN",781,"Acer","saccharinum","silver maple","Plantae",106974,501,"Flowers","Open flowers",2016,4,15,106,2457494,-9999,2016,4,22,113,2457501,7,"-9999",476,289,99,217,16.76,6.6,-8.54,4.23,27.2,16.6,-1.26,14.73,2016,106,106,1,NA
"85","1095_501_2011",906,"yard",38.804558,-89.944405,165,"IL",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1095,501,"Flowers","Open flowers",2011,8,18,230,2455792,77,2011,8,18,230,2455792,59,"-9999",243,293,164,411,20.48,7.82,-5.75,7.6,31.92,21.65,3.06,18.87,NA,NA,NA,NA,NA
"86","1095_501_2012",906,"yard",38.804558,-89.944405,165,"IL",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1095,501,"Flowers","Open flowers",2012,5,25,146,2456073,40,2012,6,5,157,2456084,-9999,"-9999",147,265,212,310,18.7,7.95,-1.87,10.23,33.11,20.35,8.45,23.41,NA,NA,NA,NA,NA
"87","110660_390_2016",23069,"Walker Nature Center",38.92625,-77.341675,116,"VA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",110660,390,"Fruits","Ripe fruits",2016,8,15,228,2457616,28,2016,8,26,239,2457627,5,"-9999",278,236,337,261,19.65,9.24,-1.13,6.98,30.77,20.89,8.9,18.75,2016,217,217,1,NA
"88","110660_390_2017",23069,"Walker Nature Center",38.92625,-77.341675,116,"VA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",110660,390,"Fruits","Ripe fruits",2017,7,24,205,2457959,7,2017,10,6,279,2458033,-9999,"-9999",365,183,171,355,18.54,9.68,-0.32,7.33,29.13,21.2,9.5,18.51,2017,237,272,36,NA
"89","110660_501_2016",23069,"Walker Nature Center",38.92625,-77.341675,116,"VA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",110660,501,"Flowers","Open flowers",2016,6,24,176,2457564,8,2016,7,29,211,2457599,6,"-9999",278,236,337,261,19.65,9.24,-1.13,6.98,30.77,20.89,8.9,18.75,2016,182,182,1,NA
"90","110660_501_2017",23069,"Walker Nature Center",38.92625,-77.341675,116,"VA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",110660,501,"Flowers","Open flowers",2017,6,14,165,2457919,7,2017,8,16,228,2457982,9,"-9999",365,183,171,355,18.54,9.68,-0.32,7.33,29.13,21.2,9.5,18.51,2017,172,172,1,NA
"91","110661_390_2016",23069,"Walker Nature Center",38.92625,-77.341675,116,"VA",916,"Lobelia","cardinalis","cardinalflower","Plantae",110661,390,"Fruits","Ripe fruits",2016,9,16,260,2457648,7,2016,10,21,295,2457683,17,"-9999",278,236,337,261,19.65,9.24,-1.13,6.98,30.77,20.89,8.9,18.75,2016,260,279,20,NA
"92","110661_390_2017",23069,"Walker Nature Center",38.92625,-77.341675,116,"VA",916,"Lobelia","cardinalis","cardinalflower","Plantae",110661,390,"Fruits","Ripe fruits",2017,9,18,261,2458015,10,2017,10,6,279,2458033,-9999,"-9999",365,183,171,355,18.54,9.68,-0.32,7.33,29.13,21.2,9.5,18.51,2017,279,279,1,NA
"93","110661_501_2016",23069,"Walker Nature Center",38.92625,-77.341675,116,"VA",916,"Lobelia","cardinalis","cardinalflower","Plantae",110661,501,"Flowers","Open flowers",2016,7,18,200,2457588,5,2016,8,31,244,2457632,9,"-9999",278,236,337,261,19.65,9.24,-1.13,6.98,30.77,20.89,8.9,18.75,2016,217,217,1,NA
"94","110661_501_2017",23069,"Walker Nature Center",38.92625,-77.341675,116,"VA",916,"Lobelia","cardinalis","cardinalflower","Plantae",110661,501,"Flowers","Open flowers",2017,7,17,198,2457952,10,2017,9,18,261,2458015,11,"-9999",365,183,171,355,18.54,9.68,-0.32,7.33,29.13,21.2,9.5,18.51,2017,212,228,17,NA
"95","112820_390_2016",23882,"home",44.893559,-93.296257,256,"MN",931,"Monarda","fistulosa","wild bergamot","Plantae",112820,390,"Fruits","Ripe fruits",2016,8,10,223,2457611,42,2016,8,29,242,2457630,21,"-9999",483,283,97,215,16.81,6.6,-8.58,4.2,27.23,16.63,-1.28,14.72,NA,NA,NA,NA,NA
"96","112820_501_2016",23882,"home",44.893559,-93.296257,256,"MN",931,"Monarda","fistulosa","wild bergamot","Plantae",112820,501,"Flowers","Open flowers",2016,6,24,176,2457564,-9999,2016,7,26,208,2457596,15,"-9999",483,283,97,215,16.81,6.6,-8.58,4.2,27.23,16.63,-1.28,14.72,2016,180,181,2,NA
"97","113630_390_2016",16786,"Cottonwood Gallery 3",35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,390,"Fruits","Ripe fruits",2016,8,22,235,2457623,7,2016,11,21,326,2457714,7,"-9999",76,75,41,21,16.8,7.15,-4.24,4.85,34.17,23.12,11.72,22.95,2016,256,319,64,1
"98","113630_390_2017",16786,"Cottonwood Gallery 3",35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,390,"Fruits","Ripe fruits",2017,9,4,247,2458001,7,2017,9,4,247,2458001,7,"-9999",58,67,76,29,16.86,6.75,-2.39,5.46,33.97,23.61,12.34,23.82,2017,247,324,78,1
"99","113630_390_2018",16786,"Cottonwood Gallery 3",35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,390,"Fruits","Ripe fruits",2018,1,2,2,2458121,-9999,2018,1,8,8,2458127,7,"-9999",101,77,11,15,16.77,6.75,-4.32,5.7,34.41,24.19,13.37,24.91,2018,309,330,22,NA
"100","113630_501_2017",16786,"Cottonwood Gallery 3",35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Flowers","Open flowers",2017,5,22,142,2457896,7,2017,6,12,163,2457917,7,"-9999",58,67,76,29,16.86,6.75,-2.39,5.46,33.97,23.61,12.34,23.82,2017,149,156,8,NA
"101","113630_501_2018",16786,"Cottonwood Gallery 3",35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Flowers","Open flowers",2018,5,28,148,2458267,7,2018,6,11,162,2458281,7,"-9999",101,77,11,15,16.77,6.75,-4.32,5.7,34.41,24.19,13.37,24.91,2018,148,155,8,NA
"102","113630_501_2019",16786,"Cottonwood Gallery 3",35.096119,-106.685783,1509,"NM",224,"Asclepias","speciosa","showy milkweed","Plantae",113630,501,"Flowers","Open flowers",2019,6,10,161,2458645,7,2019,6,10,161,2458645,21,"-9999",67,102,39,49,16.22,5.75,-4.45,4.85,34.33,21.95,10.06,21.99,2019,161,161,1,NA
"103","113874_501_2016",24071,"front yard",42.041988,-71.91497,179,"MA",197,"Asclepias","incarnata","swamp milkweed","Plantae",113874,501,"Flowers","Open flowers",2016,7,29,211,2457599,1,2016,8,4,217,2457605,-9999,"-9999",275,247,317,259,15.09,5.66,-4.56,2.72,27.19,17.97,5.68,14.78,NA,NA,NA,NA,NA
"104","113919_501_2016",24083,"Salt Marsh Nature Center",40.604019,-73.93074,2,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",113919,501,"Flowers","Open flowers",2016,8,7,220,2457608,-9999,2016,8,7,220,2457608,-9999,"-9999",227,199,341,197,19.82,10.59,0.28,7.03,29.43,20.52,8.8,16.98,2016,220,220,1,NA
"105","113923_501_2016",24083,"Salt Marsh Nature Center",40.604019,-73.93074,2,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",113923,501,"Flowers","Open flowers",2016,8,7,220,2457608,-9999,2016,8,7,220,2457608,-9999,"-9999",227,199,341,197,19.82,10.59,0.28,7.03,29.43,20.52,8.8,16.98,2016,220,220,1,NA
"106","114082_390_2017",23676,"loop trail",46.996738,-94.696556,430,"MN",204,"Liatris","aspera","tall blazing star","Plantae",114082,390,"Fruits","Ripe fruits",2017,9,7,250,2458004,-9999,2017,10,18,291,2458045,-9999,"-9999",268,181,88,115,11.99,3.97,-14.33,-1.26,24.88,13.96,-3.97,11,NA,NA,NA,NA,NA
"107","114082_390_2018",23676,"loop trail",46.996738,-94.696556,430,"MN",204,"Liatris","aspera","tall blazing star","Plantae",114082,390,"Fruits","Ripe fruits",2018,9,10,253,2458372,16,2018,9,23,266,2458385,-9999,"-9999",293,179,51,73,14.02,1.13,-19.14,-2.27,25.41,11.94,-6.74,11.02,NA,NA,NA,NA,NA
"108","114082_390_2019",23676,"loop trail",46.996738,-94.696556,430,"MN",204,"Liatris","aspera","tall blazing star","Plantae",114082,390,"Fruits","Ripe fruits",2019,9,4,247,2458731,-9999,2019,9,20,263,2458747,-9999,"-9999",319,204,80,177,12.33,-0.14,-18.39,-3.53,24.86,8.4,-6.89,8.9,NA,NA,NA,NA,NA
"109","114082_501_2016",23676,"loop trail",46.996738,-94.696556,430,"MN",204,"Liatris","aspera","tall blazing star","Plantae",114082,501,"Flowers","Open flowers",2016,8,22,235,2457623,-9999,2016,8,22,235,2457623,7,"-9999",416,211,71,142,13.41,3.37,-12.4,0.58,25.13,14.79,-3.27,12.71,2016,235,235,1,NA
"110","114082_501_2017",23676,"loop trail",46.996738,-94.696556,430,"MN",204,"Liatris","aspera","tall blazing star","Plantae",114082,501,"Flowers","Open flowers",2017,7,29,210,2457964,9,2017,8,31,243,2457997,-9999,"-9999",268,181,88,115,11.99,3.97,-14.33,-1.26,24.88,13.96,-3.97,11,NA,NA,NA,NA,NA
"111","114082_501_2018",23676,"loop trail",46.996738,-94.696556,430,"MN",204,"Liatris","aspera","tall blazing star","Plantae",114082,501,"Flowers","Open flowers",2018,8,4,216,2458335,6,2018,8,25,237,2458356,-9999,"-9999",293,179,51,73,14.02,1.13,-19.14,-2.27,25.41,11.94,-6.74,11.02,NA,NA,NA,NA,NA
"112","114082_501_2019",23676,"loop trail",46.996738,-94.696556,430,"MN",204,"Liatris","aspera","tall blazing star","Plantae",114082,501,"Flowers","Open flowers",2019,8,1,213,2458697,5,2019,8,28,240,2458724,7,"-9999",319,204,80,177,12.33,-0.14,-18.39,-3.53,24.86,8.4,-6.89,8.9,NA,NA,NA,NA,NA
"113","114083_390_2017",23676,"loop trail",46.996738,-94.696556,430,"MN",931,"Monarda","fistulosa","wild bergamot","Plantae",114083,390,"Fruits","Ripe fruits",2017,8,24,236,2457990,-9999,2017,8,31,243,2457997,-9999,"-9999",268,181,88,115,11.99,3.97,-14.33,-1.26,24.88,13.96,-3.97,11,NA,NA,NA,NA,NA
"114","114083_390_2018",23676,"loop trail",46.996738,-94.696556,430,"MN",931,"Monarda","fistulosa","wild bergamot","Plantae",114083,390,"Fruits","Ripe fruits",2018,9,3,246,2458365,-9999,2018,9,23,266,2458385,-9999,"-9999",293,179,51,73,14.02,1.13,-19.14,-2.27,25.41,11.94,-6.74,11.02,NA,NA,NA,NA,NA
"115","114083_390_2019",23676,"loop trail",46.996738,-94.696556,430,"MN",931,"Monarda","fistulosa","wild bergamot","Plantae",114083,390,"Fruits","Ripe fruits",2019,9,4,247,2458731,21,2019,9,20,263,2458747,-9999,"-9999",319,204,80,177,12.33,-0.14,-18.39,-3.53,24.86,8.4,-6.89,8.9,NA,NA,NA,NA,NA
"116","114083_501_2017",23676,"loop trail",46.996738,-94.696556,430,"MN",931,"Monarda","fistulosa","wild bergamot","Plantae",114083,501,"Flowers","Open flowers",2017,7,20,201,2457955,11,2017,8,17,229,2457983,-9999,"-9999",268,181,88,115,11.99,3.97,-14.33,-1.26,24.88,13.96,-3.97,11,NA,NA,NA,NA,NA
"117","114083_501_2018",23676,"loop trail",46.996738,-94.696556,430,"MN",931,"Monarda","fistulosa","wild bergamot","Plantae",114083,501,"Flowers","Open flowers",2018,7,8,189,2458308,5,2018,8,18,230,2458349,-9999,"-9999",293,179,51,73,14.02,1.13,-19.14,-2.27,25.41,11.94,-6.74,11.02,NA,NA,NA,NA,NA
"118","114083_501_2019",23676,"loop trail",46.996738,-94.696556,430,"MN",931,"Monarda","fistulosa","wild bergamot","Plantae",114083,501,"Flowers","Open flowers",2019,7,27,208,2458692,7,2019,9,20,263,2458747,-9999,"-9999",319,204,80,177,12.33,-0.14,-18.39,-3.53,24.86,8.4,-6.89,8.9,NA,NA,NA,NA,NA
"119","114537_501_2016",24173,"Whitewater St Park",44.213776,-91.935341,225,"MN",931,"Monarda","fistulosa","wild bergamot","Plantae",114537,501,"Flowers","Open flowers",2016,8,28,241,2457629,-9999,2016,8,28,241,2457629,-9999,"-9999",490,210,129,257,16.79,6.76,-8.16,4.08,27.72,17.45,-0.3,15.33,NA,NA,NA,NA,NA
"120","114907_390_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114907,390,"Fruits","Ripe fruits",2016,10,11,285,2457673,4,2016,10,11,285,2457673,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"121","114907_501_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114907,501,"Flowers","Open flowers",2016,9,26,270,2457658,2,2016,10,11,285,2457673,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"122","114909_390_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114909,390,"Fruits","Ripe fruits",2016,9,24,268,2457656,2,2016,9,29,273,2457661,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"123","114909_501_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114909,501,"Flowers","Open flowers",2016,9,13,257,2457645,5,2016,9,29,273,2457661,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"124","114910_390_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114910,390,"Fruits","Ripe fruits",2016,9,24,268,2457656,2,2016,9,29,273,2457661,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"125","114910_501_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114910,501,"Flowers","Open flowers",2016,9,13,257,2457645,5,2016,9,29,273,2457661,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"126","114911_390_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114911,390,"Fruits","Ripe fruits",2016,9,24,268,2457656,2,2016,9,29,273,2457661,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"127","114911_501_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114911,501,"Flowers","Open flowers",2016,9,16,260,2457648,3,2016,9,29,273,2457661,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"128","114913_390_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114913,390,"Fruits","Ripe fruits",2016,9,19,263,2457651,3,2016,9,29,273,2457661,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"129","114913_501_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114913,501,"Flowers","Open flowers",2016,9,8,252,2457640,6,2016,9,29,273,2457661,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"130","114914_390_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114914,390,"Fruits","Ripe fruits",2016,9,24,268,2457656,2,2016,10,14,288,2457676,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"131","114914_501_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114914,501,"Flowers","Open flowers",2016,9,16,260,2457648,3,2016,10,14,288,2457676,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"132","114915_390_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114915,390,"Fruits","Ripe fruits",2016,9,24,268,2457656,2,2016,9,24,268,2457656,2,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"133","114915_501_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114915,501,"Flowers","Open flowers",2016,9,22,266,2457654,3,2016,10,14,288,2457676,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"134","114916_390_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114916,390,"Fruits","Ripe fruits",2016,10,21,295,2457683,2,2016,10,21,295,2457683,3,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"135","114916_501_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114916,501,"Flowers","Open flowers",2016,10,11,285,2457673,4,2016,10,24,298,2457686,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"136","114917_390_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114917,390,"Fruits","Ripe fruits",2016,9,24,268,2457656,2,2016,9,30,274,2457662,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"137","114917_501_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114917,501,"Flowers","Open flowers",2016,9,16,260,2457648,3,2016,9,30,274,2457662,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"138","114918_390_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114918,390,"Fruits","Ripe fruits",2016,10,5,279,2457667,2,2016,10,14,288,2457676,3,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"139","114918_501_2016",24006,"Sector41-ZoneA",28.20665,-177.38118,6,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114918,501,"Flowers","Open flowers",2016,9,22,266,2457654,3,2016,10,17,291,2457679,2,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"140","114921_390_2016",24001,"ATT Generator Bldg",28.212023,-177.378815,14,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114921,390,"Fruits","Ripe fruits",2016,10,7,281,2457669,7,2016,10,7,281,2457669,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"141","114921_501_2016",24001,"ATT Generator Bldg",28.212023,-177.378815,14,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114921,501,"Flowers","Open flowers",2016,9,13,257,2457645,6,2016,10,7,281,2457669,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"142","114922_501_2016",24001,"ATT Generator Bldg",28.212023,-177.378815,14,"-9999",1167,"Verbesina","encelioides","golden crownbeard","Plantae",114922,501,"Flowers","Open flowers",2016,9,7,251,2457639,5,2016,9,30,274,2457662,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA
"143","115241_390_2016",22911,"shingobee lake",46.998329,-94.693977,409,"MN",197,"Asclepias","incarnata","swamp milkweed","Plantae",115241,390,"Fruits","Ripe fruits",2016,9,19,263,2457651,-9999,2016,10,11,285,2457673,13,"-9999",414,209,71,139,13.45,3.42,-12.37,0.65,25.18,14.81,-3.23,12.76,2016,263,263,1,NA
